"Combination_1","Combination_2","Combination_3","Combination_4","Combination_5","Combination_6","Combination_7","Combination_8","Combination_9","Combination_10"
100,96,102,120,122,46,74,56,64,68
82,100,102,104,110,46,60,66,72,68
134,128,110,116,110,96,56,58,64,74
124,90,100,130,110,72,52,64,64,70
130,90,96,116,110,46,52,56,64,68
160,90,96,104,110,64,98,72,88,76
82,116,96,104,110,46,56,64,64,68
104,120,96,106,116,60,54,58,66,80
90,116,96,120,110,60,60,60,64,68
104,104,96,132,110,56,52,56,64,78
82,90,96,104,110,58,64,66,64,68
100,90,96,108,110,74,52,56,102,68
104,100,96,114,110,132,72,60,64,68
82,92,120,104,110,46,68,68,64,68
120,90,96,104,110,76,52,56,64,100
106,90,98,112,132,52,52,56,72,78
90,110,96,114,110,68,56,56,64,68
82,90,112,112,110,62,52,56,68,68
94,112,108,104,110,84,54,70,64,68
116,114,96,104,110,46,52,66,64,68
132,112,102,104,110,70,52,56,64,68
92,122,96,106,110,92,82,60,64,90
98,94,132,104,110,50,52,56,64,74
150,106,96,126,110,76,62,62,64,68
104,90,96,104,110,72,52,72,64,68
110,94,96,104,116,54,52,56,64,68
122,90,96,116,110,46,80,56,64,80
120,90,112,104,148,56,52,60,70,68
114,90,104,104,110,50,112,68,88,68
104,102,116,104,110,52,56,56,64,68
102,90,112,124,110,76,78,96,64,74
86,126,100,130,120,50,56,56,78,72
136,90,96,110,110,60,68,72,64,74
82,110,96,104,124,46,52,56,64,68
82,90,96,104,110,68,52,60,64,68
84,110,124,126,114,76,92,60,84,68
106,126,96,108,118,58,80,56,64,68
112,94,108,104,110,46,52,102,96,68
90,90,96,104,110,86,52,56,104,68
92,144,114,104,110,56,58,62,64,68
116,90,96,104,110,68,74,56,64,68
168,96,126,108,110,58,54,72,64,68
128,98,112,104,110,52,52,56,64,68
82,118,110,104,126,60,92,56,64,68
98,90,96,104,110,66,62,56,64,68
128,92,98,112,116,60,52,94,64,68
82,90,96,120,116,102,66,84,64,68
96,108,104,110,110,56,52,56,64,68
90,104,146,124,110,86,68,78,64,68
116,90,96,158,110,46,52,56,64,68
122,104,96,110,110,56,52,56,64,74
100,90,96,104,110,84,92,56,64,68
82,90,100,116,110,52,58,56,64,68
104,116,98,104,122,52,76,70,64,68
92,138,96,104,110,56,52,56,76,98
96,104,128,104,110,62,80,84,76,68
132,98,120,104,110,68,70,114,82,80
152,90,96,110,110,46,52,56,64,68
106,90,116,110,126,46,60,56,64,76
84,90,126,104,110,58,52,62,100,68
126,130,98,108,110,70,52,56,74,68
82,90,104,104,122,50,52,56,64,68
82,102,96,104,114,56,60,56,64,72
98,102,130,114,116,72,54,58,64,68
86,98,96,118,124,74,78,72,70,68
124,90,100,104,110,64,68,58,72,68
94,134,100,112,110,52,64,60,84,68
92,90,98,104,118,68,76,56,70,70
92,142,120,116,110,50,70,56,64,68
82,96,96,104,110,88,60,56,64,68
88,96,96,104,110,52,56,56,70,68
106,90,96,104,118,62,52,56,76,68
84,118,96,104,110,66,52,56,64,82
82,90,104,104,116,60,98,58,78,68
108,114,96,104,110,82,62,56,64,68
90,96,120,104,110,50,70,64,74,98
116,112,126,104,110,72,52,56,64,68
108,102,102,104,110,46,52,56,64,80
108,112,104,106,110,46,52,62,64,68
82,90,108,104,110,46,86,62,64,68
110,126,96,104,110,46,80,56,64,68
82,92,96,126,110,46,72,76,64,70
100,122,96,104,110,46,66,56,64,68
108,102,98,104,110,50,68,64,64,68
82,90,112,104,114,52,60,56,76,68
92,90,128,108,110,60,84,58,64,68
92,90,96,114,116,68,52,66,64,68
82,162,96,104,110,92,60,104,64,68
86,90,96,104,110,56,52,64,64,68
144,98,96,116,114,50,52,56,64,68
92,90,102,104,110,64,54,56,76,68
92,118,116,104,126,46,62,56,64,68
98,106,96,146,110,46,52,56,70,68
96,90,116,138,110,82,96,56,64,68
82,104,96,104,110,78,52,68,64,70
116,90,102,104,110,50,60,56,64,68
88,98,102,108,110,46,72,56,64,90
112,138,96,104,110,66,74,68,64,70
96,90,96,124,110,68,58,70,70,68
118,90,96,104,110,74,52,56,78,68
82,90,96,104,110,56,56,56,92,68
82,90,122,104,116,58,52,82,64,68
94,124,96,104,134,64,66,58,64,68
82,90,96,104,110,62,52,72,82,68
82,112,98,104,118,54,80,56,64,68
82,110,96,124,110,62,58,70,64,68
86,90,114,104,110,46,52,56,64,68
120,104,106,104,114,46,52,56,76,68
122,118,96,104,110,58,66,74,80,72
82,100,96,118,110,64,52,80,64,68
108,90,96,124,122,76,52,70,104,68
82,90,152,104,110,50,52,62,64,72
94,124,112,104,110,68,68,58,64,68
108,106,96,104,110,72,74,56,64,68
114,134,100,104,110,68,88,64,76,88
94,114,96,104,114,82,52,56,64,72
82,100,96,106,110,50,80,70,74,68
130,90,108,110,110,88,88,56,64,68
102,108,132,104,110,60,58,72,64,68
116,90,96,104,110,64,52,56,64,68
108,106,102,104,114,80,86,60,64,68
82,108,96,114,110,46,52,76,78,68
94,90,96,130,146,54,52,92,64,74
110,90,96,104,110,54,52,68,64,68
82,104,118,116,118,98,56,56,64,68
98,144,114,112,124,72,52,62,64,68
82,104,96,104,110,102,52,56,64,100
102,90,104,148,110,70,52,56,64,68
112,90,132,104,110,46,60,56,64,84
96,112,96,104,110,58,52,56,70,82
82,118,98,104,130,60,52,56,66,68
82,128,122,104,110,50,52,56,64,68
92,106,96,104,110,64,52,56,64,68
82,90,106,104,110,46,60,62,64,68
116,120,130,110,110,64,70,56,66,68
82,110,96,140,110,46,56,56,70,74
100,116,114,104,110,72,58,102,64,68
126,90,96,104,110,62,52,66,76,82
98,110,96,104,110,58,52,56,64,68
100,94,136,104,138,46,52,88,64,68
114,90,96,104,110,60,52,68,64,68
128,90,122,104,110,64,52,82,76,68
90,132,96,108,110,64,56,56,64,80
82,108,96,104,110,58,66,58,74,68
98,90,96,104,110,64,52,56,72,70
102,108,96,104,110,46,68,56,64,76
82,120,106,158,110,46,58,56,64,68
106,116,100,104,122,50,64,78,68,68
134,90,114,128,110,84,94,64,64,68
92,136,136,104,110,54,74,90,86,68
122,90,96,106,110,50,58,56,76,76
86,90,110,104,110,54,96,106,64,68
104,106,108,114,110,66,66,56,66,68
82,90,96,130,110,80,52,56,64,68
104,92,112,104,110,66,82,56,64,68
82,108,100,104,134,66,52,56,68,68
82,100,132,104,110,46,56,56,64,68
82,110,96,104,110,50,52,70,64,68
100,120,140,104,116,62,72,64,64,92
88,136,102,104,110,62,62,68,92,68
92,90,96,104,110,68,72,70,64,68
124,118,106,104,110,46,52,86,64,68
112,98,96,104,148,76,68,56,86,88
124,120,96,104,138,50,56,70,82,68
82,108,96,104,110,62,64,66,64,68
96,114,116,104,110,70,72,84,64,68
110,138,96,104,110,90,52,66,80,74
86,134,96,104,110,46,64,56,64,78
82,106,96,104,110,54,68,64,64,68
196,112,106,104,110,50,74,88,64,68
82,90,96,108,110,46,74,60,66,68
108,116,96,104,110,80,74,72,64,68
98,122,96,104,110,46,64,56,64,72
104,118,120,104,110,60,54,92,74,68
88,90,130,104,110,64,52,56,64,68
92,134,110,104,130,68,54,56,64,80
88,90,96,104,110,64,52,66,64,68
82,124,102,104,110,62,56,68,64,68
100,90,96,104,110,64,68,56,84,68
90,90,96,104,110,46,68,56,68,68
104,90,96,124,110,56,80,56,68,68
88,108,162,108,110,78,52,56,64,72
104,94,96,104,110,46,52,56,64,68
82,102,118,104,110,82,64,70,78,68
116,96,96,104,110,58,52,62,64,68
110,100,96,104,130,76,60,62,64,80
86,90,96,104,110,110,52,56,66,68
136,90,100,104,110,46,52,56,72,68
98,90,96,108,110,46,72,66,68,68
94,120,96,104,124,46,52,64,64,80
82,90,114,104,110,52,60,88,64,72
146,124,126,104,116,78,92,56,64,70
132,90,138,104,110,46,80,72,64,68
110,94,96,120,110,86,68,56,64,68
96,90,98,142,110,58,52,56,64,68
108,104,110,104,110,56,52,68,82,68
128,90,142,112,134,46,56,82,64,76
82,92,96,104,110,76,98,80,80,68
96,96,96,104,110,68,54,68,64,78
134,90,96,104,110,46,52,88,64,68
86,134,96,104,110,46,56,56,64,92
90,120,96,108,116,60,54,56,64,68
84,110,96,104,110,60,52,56,68,68
128,152,96,120,110,74,60,56,64,68
94,92,120,112,110,50,52,56,64,76
128,92,96,104,110,58,52,56,74,68
82,98,98,118,110,62,76,80,64,68
112,102,102,104,110,50,74,56,64,68
100,90,96,116,110,56,86,78,86,68
100,96,130,104,118,66,76,84,64,70
106,98,96,104,110,62,76,56,64,68
84,90,116,104,118,74,74,56,64,68
98,90,96,114,144,46,68,56,64,68
110,90,96,104,110,78,66,56,64,78
90,100,96,104,110,82,60,56,64,68
186,94,102,104,110,46,62,56,64,68
98,116,96,104,110,64,76,80,64,82
96,90,96,104,110,88,52,70,64,68
116,118,116,104,110,64,52,80,76,68
148,112,110,104,110,54,52,56,64,68
100,146,96,104,110,56,76,56,76,68
82,94,112,104,110,64,52,56,64,68
98,98,96,104,110,50,60,56,64,92
82,114,118,104,110,68,52,56,84,72
84,90,96,104,116,54,74,72,64,68
110,106,112,104,110,46,74,56,64,72
102,90,116,104,116,46,56,70,64,68
82,90,96,104,118,46,70,56,84,68
110,152,106,112,110,52,64,56,64,86
96,144,96,104,110,50,88,56,64,68
90,96,96,108,116,46,52,56,64,68
98,90,96,110,110,84,54,66,64,68
86,116,114,104,110,58,52,56,68,68
82,96,124,104,110,88,52,56,84,68
96,90,108,108,110,64,52,66,64,68
96,90,112,104,156,56,58,56,64,68
110,102,96,104,122,74,84,60,68,72
92,90,98,104,110,46,52,64,64,68
88,90,100,104,110,52,80,56,66,68
92,90,108,132,110,46,56,56,64,68
108,98,112,120,110,62,60,56,64,68
108,94,110,104,110,54,58,56,68,72
82,90,128,104,110,70,72,56,64,68
108,90,106,104,110,50,72,56,90,68
110,116,98,104,118,54,74,62,64,68
84,114,116,104,110,50,56,68,64,68
108,128,96,112,110,52,52,56,64,84
82,94,124,140,110,46,56,62,78,68
92,90,96,104,110,70,64,56,74,72
82,90,112,104,110,64,90,56,76,68
92,112,102,104,110,46,52,56,84,68
112,110,96,104,146,62,52,78,64,68
104,106,96,104,110,46,66,74,74,68
114,110,112,104,116,46,68,78,64,68
82,90,108,104,132,70,52,70,64,68
122,114,106,104,110,58,52,58,70,68
116,146,96,110,110,46,52,66,106,76
82,108,96,104,110,46,70,56,70,68
92,90,104,104,110,46,62,78,64,68
92,120,96,104,124,80,64,62,64,68
122,90,96,104,114,58,52,80,64,68
114,98,116,122,110,62,52,56,64,70
86,112,96,104,116,72,72,56,72,74
82,124,96,104,110,66,52,56,114,68
96,90,106,104,124,76,78,72,64,68
126,108,110,104,110,64,62,60,64,84
96,90,112,104,110,46,62,56,64,68
122,90,96,104,110,46,52,56,74,68
98,90,96,104,118,46,52,78,64,80
110,98,144,116,128,66,56,62,68,72
110,136,126,104,114,52,62,64,64,68
98,92,96,108,110,46,98,64,64,68
100,90,96,114,110,52,70,84,80,82
112,90,124,104,110,102,56,56,76,96
82,100,118,104,110,46,76,66,70,80
82,90,96,136,110,68,54,56,64,68
102,110,96,104,110,50,64,72,64,68
108,90,96,104,110,46,80,62,64,68
120,90,96,104,110,50,70,56,64,68
82,92,112,104,110,46,56,56,64,68
90,108,102,104,114,46,54,84,64,68
82,104,96,114,110,68,62,56,64,68
98,108,96,104,116,52,62,60,64,68
120,92,96,128,110,46,52,56,64,68
136,108,96,116,110,50,58,56,64,68
106,112,96,104,110,78,56,56,66,68
124,90,96,104,132,66,68,72,64,68
88,90,96,104,130,72,64,56,70,68
82,96,120,104,110,70,64,56,64,68
110,90,96,104,110,50,52,88,64,68
96,90,120,146,110,50,62,60,64,68
114,158,96,128,122,52,90,74,78,68
114,92,154,104,110,68,66,66,66,68
82,98,96,104,110,66,52,56,64,68
98,128,128,122,124,46,74,96,70,94
82,90,102,112,118,66,76,62,64,68
82,94,96,104,110,70,72,56,64,68
82,90,96,104,110,60,52,64,64,68
122,132,96,116,110,70,74,56,64,68
88,94,96,104,120,50,52,82,72,70
88,120,108,104,110,72,52,56,64,68
100,90,96,104,118,46,56,56,64,68
88,104,102,124,114,64,52,72,64,68
82,90,96,104,128,68,62,66,64,70
82,160,96,122,116,46,64,68,64,90
106,96,120,120,110,46,60,56,64,68
102,90,104,104,110,54,64,56,64,68
100,90,100,104,110,86,62,70,64,72
112,102,96,104,110,46,54,74,64,68
82,140,116,104,110,46,62,62,64,68
100,118,128,126,110,84,70,56,64,68
82,104,98,104,110,46,52,82,64,74
82,90,96,104,110,66,66,56,64,68
114,104,152,104,110,70,82,64,64,68
118,90,128,104,110,46,52,56,64,68
84,96,96,114,110,46,66,56,76,68
82,94,96,104,110,46,52,56,64,102
82,90,96,114,110,46,52,62,64,68
88,94,120,106,110,46,52,60,64,68
88,106,96,156,110,56,70,76,64,68
120,90,100,104,110,72,52,88,64,68
106,96,96,104,110,50,54,70,64,68
82,104,96,122,110,56,52,56,68,68
82,112,104,104,110,46,54,60,64,68
88,90,116,104,110,56,52,72,64,68
128,136,114,104,110,46,70,56,86,68
128,96,104,104,120,54,62,56,64,82
86,112,108,104,124,78,82,56,64,68
92,92,116,104,110,58,82,104,64,68
108,104,96,112,124,46,84,56,64,68
112,94,96,104,110,74,68,66,104,68
122,100,118,128,110,64,60,68,68,68
110,94,112,126,110,72,70,82,102,68
128,132,100,104,110,68,52,56,64,72
88,156,110,104,110,68,52,60,64,68
108,90,96,104,110,46,52,66,72,68
112,90,142,104,110,62,72,78,64,68
152,94,96,128,110,62,52,56,64,80
122,130,112,104,110,52,52,84,86,86
82,90,164,104,110,80,78,72,64,68
82,94,96,132,110,58,66,58,64,118
82,90,96,110,110,70,54,56,64,72
104,116,100,104,116,46,54,66,64,74
90,90,124,104,110,56,82,70,64,94
88,94,96,104,130,58,60,56,68,68
94,102,96,104,110,46,56,56,64,74
82,110,98,104,118,46,68,56,64,68
116,100,116,110,138,50,52,56,64,68
104,96,100,104,110,46,58,56,64,68
82,108,96,134,126,66,52,56,64,68
82,94,96,148,110,70,72,56,64,68
82,108,104,104,110,98,52,56,64,68
82,130,102,124,134,90,58,56,64,68
102,90,96,104,110,62,74,56,64,68
86,128,130,122,110,84,80,58,64,72
120,140,102,104,110,106,56,56,64,68
96,90,132,104,136,46,52,56,64,68
114,144,106,104,110,56,74,56,66,68
136,100,154,104,110,46,56,56,64,68
86,110,112,104,124,54,56,86,76,68
82,96,138,112,110,78,58,56,82,68
82,90,96,104,110,56,54,56,64,68
116,110,126,122,110,66,52,56,70,78
82,108,96,144,110,74,60,64,64,68
92,94,96,104,110,46,52,60,64,68
88,104,126,104,110,46,52,56,92,68
82,90,98,122,114,52,68,56,64,68
82,108,96,120,110,50,66,72,64,68
90,90,96,104,116,64,114,56,64,68
82,132,96,104,110,72,72,56,64,70
92,128,96,104,110,52,66,56,64,68
82,96,96,104,110,58,52,56,64,68
88,136,96,104,110,52,52,56,64,68
82,94,104,104,110,54,54,90,70,68
120,90,158,112,110,66,60,108,64,68
92,92,104,104,110,72,76,56,64,68
90,94,96,104,124,60,52,56,64,68
82,92,116,104,110,64,52,90,76,74
102,90,110,104,110,62,58,96,64,68
132,126,164,106,110,74,52,56,64,68
82,92,104,104,110,70,82,56,64,68
94,98,96,104,110,58,62,116,72,68
82,124,96,104,116,74,54,56,64,68
82,94,96,104,110,46,54,56,68,68
82,126,112,128,122,70,52,56,84,68
82,90,98,104,126,50,56,60,78,72
154,90,96,104,110,46,52,74,72,68
96,122,96,104,110,46,52,56,68,84
94,144,112,104,110,74,66,56,64,68
98,154,100,108,110,68,66,56,64,68
144,96,96,120,110,70,52,56,68,68
110,102,120,104,120,70,52,56,70,70
82,90,108,104,116,60,52,56,64,68
122,90,96,104,110,62,82,56,64,68
84,90,96,104,126,58,52,64,64,68
96,148,96,120,110,46,52,56,64,68
102,90,96,128,110,46,76,56,82,68
104,90,96,104,110,54,68,56,92,68
90,110,98,104,116,52,52,56,68,68
102,90,114,104,110,88,56,62,68,78
82,102,96,104,110,78,52,58,64,68
86,96,96,124,124,46,52,56,64,68
98,92,104,116,110,64,52,60,64,68
110,100,96,104,120,50,56,68,82,68
124,126,122,104,116,46,62,56,64,68
158,90,120,124,110,46,56,56,72,68
114,94,96,142,114,46,52,56,64,68
128,112,96,104,110,54,52,56,64,68
100,132,96,136,110,56,52,56,86,72
96,130,126,108,114,68,52,56,64,68
130,114,130,104,110,64,62,56,90,68
82,150,98,112,110,46,68,74,120,70
94,90,96,104,110,46,52,62,70,68
82,138,96,104,110,46,60,56,64,68
126,118,104,124,110,70,52,56,86,68
126,90,96,112,110,60,52,60,90,68
134,118,96,108,110,54,52,56,64,68
90,90,114,126,110,62,54,56,64,68
94,90,96,132,110,46,56,98,64,68
108,134,106,104,110,62,54,58,92,86
82,104,112,104,110,106,52,76,64,68
82,90,126,104,110,68,54,56,80,68
94,148,96,104,110,46,64,56,64,82
82,90,96,126,110,46,68,56,90,68
82,114,112,110,120,96,58,56,64,68
110,90,96,104,110,52,64,62,64,68
130,92,96,104,110,52,60,64,64,68
114,108,96,118,124,46,74,60,64,68
100,98,106,104,110,64,52,60,68,68
96,112,96,126,130,54,54,56,90,68
82,90,96,104,110,46,52,56,76,68
82,114,122,120,110,62,66,70,64,68
84,144,104,104,110,80,52,56,78,72
82,90,96,104,110,46,52,56,64,68
94,104,96,104,110,92,66,56,86,68
82,104,96,104,110,54,52,72,64,68
150,90,110,118,110,72,68,56,64,68
124,126,96,104,110,68,52,56,64,68
148,112,112,104,110,52,52,56,64,68
84,126,96,130,130,46,76,56,64,68
96,90,96,106,122,76,72,80,64,68
106,90,116,104,120,46,52,56,64,68
96,90,96,104,114,70,52,56,64,68
82,110,96,104,116,50,62,90,64,68
94,96,96,130,110,46,58,60,64,68
130,90,96,104,110,46,64,66,64,68
120,116,118,120,110,60,52,60,88,68
100,90,96,130,110,64,56,56,64,68
82,144,96,104,110,74,72,56,64,68
118,90,142,104,110,46,52,58,64,68
94,102,96,104,110,46,54,58,88,68
120,90,112,104,110,62,74,60,84,68
82,90,112,104,110,52,58,56,82,68
104,100,110,122,110,66,80,56,64,68
90,142,104,104,110,90,60,74,64,68
86,122,96,104,110,74,72,88,64,68
84,100,96,116,110,76,52,70,64,68
82,102,96,104,126,46,52,76,70,70
82,90,100,106,130,64,70,56,64,76
92,130,96,104,110,46,112,62,64,74
110,90,96,104,110,80,64,56,72,76
138,110,146,104,110,72,64,60,64,68
82,112,102,122,110,52,52,82,64,68
94,96,96,104,110,46,52,64,76,72
90,96,102,108,110,68,52,56,64,72
100,100,96,104,110,52,58,70,64,68
90,90,118,104,110,58,88,62,64,68
94,114,96,116,110,46,52,74,64,68
82,122,120,104,110,50,68,82,64,68
106,90,132,148,136,62,52,56,64,68
82,90,106,104,110,64,68,62,64,68
114,90,126,104,110,98,66,56,64,68
82,156,96,104,110,56,88,56,92,68
144,90,96,140,110,60,70,76,64,74
92,90,96,114,110,54,58,72,86,90
92,106,96,124,110,72,58,56,64,68
82,94,96,136,110,46,52,56,64,90
104,112,96,104,110,50,52,64,76,76
82,122,152,136,110,66,58,64,72,94
124,92,96,122,110,50,84,74,64,68
92,96,96,104,110,56,70,56,84,68
120,90,96,104,110,68,52,62,68,68
82,114,106,104,110,100,52,56,64,68
118,146,106,130,110,76,52,56,68,68
112,90,98,104,110,74,90,74,64,70
82,136,96,104,110,62,56,56,68,68
158,90,128,104,110,84,52,66,68,68
82,118,96,104,120,56,54,104,68,68
82,136,114,110,110,84,68,56,92,76
164,108,108,112,118,46,72,84,78,68
104,146,148,104,116,46,52,56,72,68
82,116,108,138,114,84,60,58,64,74
82,92,96,104,124,84,62,62,64,68
116,90,142,104,110,62,52,60,76,82
92,134,108,124,110,60,82,56,64,70
82,92,96,104,126,46,88,56,64,68
124,90,108,104,130,46,58,78,64,68
112,90,96,130,110,46,58,56,64,74
104,132,96,114,110,46,76,72,64,70
104,90,112,104,110,46,52,64,64,68
144,90,96,104,110,92,60,56,64,68
118,90,96,110,110,54,64,56,64,68
82,108,132,104,118,46,52,56,72,72
98,90,104,104,110,52,56,60,64,68
92,106,102,124,110,80,52,66,78,68
106,124,100,104,110,50,56,70,64,68
96,98,96,104,128,78,54,56,64,68
132,90,96,104,110,60,52,56,72,68
86,94,96,118,118,46,52,56,66,68
98,110,96,126,148,64,52,56,64,68
92,140,96,114,110,68,52,56,114,68
94,112,96,122,110,56,62,58,64,68
106,102,96,104,110,46,74,60,64,68
112,90,96,104,110,56,52,56,64,68
82,132,96,104,128,46,76,58,64,68
84,90,96,106,110,56,66,56,84,68
82,90,102,126,110,54,56,56,64,68
82,90,110,120,110,70,64,56,64,68
82,90,108,104,110,74,74,70,64,80
130,94,106,104,122,60,90,56,100,68
128,90,96,104,110,46,52,64,64,68
84,136,112,104,116,46,72,56,64,68
84,90,126,104,110,78,52,64,64,80
94,110,102,104,110,56,54,56,64,74
90,98,96,104,110,56,76,58,64,84
140,126,164,112,118,54,74,60,64,88
84,90,122,104,110,56,52,72,68,68
136,90,142,104,114,64,62,56,64,68
82,90,96,104,110,46,74,62,64,68
82,118,96,116,110,46,56,56,64,68
82,90,96,132,110,78,52,80,82,68
98,94,96,134,110,62,58,56,64,68
132,90,112,108,134,68,52,60,64,68
104,90,102,104,110,50,56,56,70,68
82,106,104,104,110,46,80,64,64,68
96,92,96,116,110,46,66,88,64,68
140,106,108,104,110,98,84,66,64,68
96,90,96,104,140,78,52,56,74,68
82,90,132,104,122,58,74,64,68,96
86,90,128,104,110,46,74,68,82,90
82,118,100,104,122,66,60,72,64,68
112,140,104,108,122,46,52,56,70,68
132,104,112,128,110,46,70,56,64,68
100,100,120,104,110,46,52,68,64,68
96,116,110,204,110,72,52,56,64,68
82,90,96,130,110,50,52,56,88,68
96,132,96,108,110,104,60,68,70,68
100,90,122,118,110,50,94,56,74,68
82,98,114,104,114,52,58,56,64,68
86,112,96,134,110,46,52,56,64,68
82,90,120,104,110,64,64,90,68,68
138,92,96,104,110,46,52,72,64,68
100,110,96,104,116,52,52,72,64,86
126,102,104,104,110,52,58,60,66,76
88,98,104,140,110,66,52,56,64,68
96,114,96,104,110,46,56,100,64,68
102,90,112,104,120,92,58,76,64,68
114,108,104,104,110,50,68,66,64,68
126,120,122,104,134,46,58,56,64,68
84,90,96,138,110,78,60,100,64,68
116,138,106,110,110,104,52,76,64,68
124,100,102,110,110,102,60,86,82,68
82,92,96,104,110,90,88,56,64,76
112,96,106,104,110,86,68,84,64,68
104,114,118,104,110,76,52,62,90,68
84,90,96,104,110,72,58,62,102,78
92,90,98,134,120,68,52,56,64,68
100,92,100,104,114,52,52,72,70,68
82,90,96,104,120,58,76,56,78,68
102,98,130,104,110,76,58,58,64,68
82,90,96,104,124,54,64,58,64,68
98,114,96,104,114,50,52,56,74,68
88,90,96,124,110,46,52,60,88,68
82,90,96,104,110,66,52,84,64,68
82,120,102,104,122,46,90,66,64,68
104,90,122,104,110,46,60,66,64,68
88,96,108,106,110,82,76,76,64,68
82,90,96,104,110,56,52,56,64,68
124,90,96,114,110,56,52,76,66,72
82,90,120,104,110,54,56,74,68,72
140,108,96,116,110,58,82,56,64,74
82,90,96,134,110,52,56,98,64,68
140,118,96,120,110,64,52,76,64,68
82,132,96,104,120,50,56,70,64,68
126,96,96,110,110,74,68,60,112,68
86,90,114,114,120,52,52,56,64,68
120,90,96,104,110,76,52,60,64,68
82,90,106,106,110,66,68,60,64,68
96,90,96,104,118,60,58,56,80,78
126,90,96,104,110,56,52,62,64,68
82,90,132,104,110,56,52,56,66,82
174,98,122,104,118,78,64,56,64,68
100,90,106,104,110,82,60,56,64,68
116,90,106,104,152,46,52,106,64,70
126,120,96,104,110,50,52,82,90,68
90,98,116,122,110,76,66,56,64,68
82,90,104,110,110,58,74,66,78,82
92,90,124,104,114,46,52,66,64,70
94,100,96,104,110,46,76,56,64,68
82,92,148,104,110,46,76,108,86,72
130,90,96,104,110,46,52,76,68,68
122,116,114,104,110,64,52,66,64,76
102,108,134,104,114,54,72,70,72,68
118,90,96,104,116,46,52,72,72,80
124,90,154,104,110,52,58,62,64,68
82,136,148,108,136,46,52,56,64,82
100,126,118,104,110,66,96,56,64,68
82,98,96,108,110,50,52,90,68,68
106,116,156,104,116,76,52,56,64,68
98,90,132,108,120,52,52,56,64,74
88,112,96,104,118,64,52,56,96,68
120,90,138,108,110,46,82,56,64,82
102,116,100,104,110,110,106,56,64,72
106,96,122,104,110,98,52,56,76,74
88,90,124,134,110,76,78,66,68,72
100,90,96,140,110,54,66,86,64,74
82,128,96,104,110,58,64,56,78,86
116,96,102,104,110,54,66,56,74,68
128,140,106,118,116,88,90,56,86,68
106,90,120,104,110,80,52,56,64,68
82,90,124,104,114,80,52,68,64,68
90,90,96,104,110,58,52,88,64,68
94,96,100,104,110,56,60,72,72,72
108,100,96,110,110,84,66,64,64,68
82,90,106,104,110,78,70,68,66,74
86,136,96,104,110,56,52,56,96,74
82,120,114,104,110,52,58,56,76,96
108,112,110,114,114,46,56,56,64,68
136,104,96,104,122,54,84,56,64,68
106,108,96,110,110,46,64,56,64,74
94,132,96,128,110,52,52,58,64,68
122,90,96,104,110,88,76,60,64,68
82,94,96,104,110,58,52,56,64,68
82,140,96,104,114,46,58,56,100,86
92,90,96,122,110,56,80,56,64,68
106,126,116,112,110,50,56,60,64,68
104,126,96,124,116,46,74,66,64,68
106,100,110,120,122,52,60,64,64,68
134,90,96,126,110,58,52,56,64,68
130,90,100,104,110,46,52,56,64,72
104,144,100,112,110,52,74,86,66,86
88,124,96,104,110,46,80,66,64,68
124,102,96,104,128,46,54,56,64,68
140,126,96,110,130,64,82,80,74,68
90,104,96,104,110,84,70,56,70,68
88,100,114,104,110,46,52,72,74,76
108,98,96,104,110,64,58,64,88,68
92,90,96,104,110,52,52,56,68,68
130,128,108,132,128,60,52,56,68,68
82,90,112,110,140,46,54,70,64,80
82,116,114,140,110,58,64,96,64,68
110,94,96,104,110,80,74,56,74,68
98,92,96,104,110,62,56,56,64,68
82,128,96,112,130,46,56,60,64,84
122,120,96,116,118,52,52,56,64,68
116,118,128,132,110,50,84,84,72,68
146,90,112,104,110,64,52,66,64,68
112,90,96,106,110,52,78,56,72,68
122,96,118,106,110,46,54,64,74,74
82,108,96,104,110,46,54,56,64,70
84,148,124,104,114,52,88,66,68,74
102,106,96,104,114,68,94,56,64,68
116,110,96,108,120,64,60,66,64,68
96,114,106,120,110,46,52,80,68,84
98,104,96,104,148,54,52,56,64,68
82,126,112,114,110,72,66,56,70,68
82,96,96,116,110,56,52,74,84,68
90,158,136,104,110,80,56,86,64,68
146,104,96,112,110,54,64,56,80,90
96,90,96,104,110,46,58,66,64,70
98,90,96,104,110,54,70,56,64,68
82,90,96,124,136,70,52,56,64,78
106,104,126,104,110,54,60,56,64,68
108,90,144,122,110,56,52,56,64,68
112,132,102,104,110,46,54,90,64,68
94,130,120,106,110,86,62,56,64,86
82,90,96,104,110,54,80,56,64,74
94,132,98,104,110,62,70,56,72,80
116,90,96,104,110,46,52,70,72,68
94,102,96,118,110,58,116,68,64,68
82,90,96,104,110,46,52,56,64,68
82,100,96,112,110,76,52,56,86,68
152,90,96,104,110,46,52,80,64,92
94,90,116,104,110,50,88,72,64,68
132,98,96,116,110,70,60,60,66,68
152,92,110,104,110,46,56,64,64,68
108,90,110,126,110,66,92,64,100,90
86,92,122,104,110,76,68,56,64,68
84,90,110,104,110,60,52,56,64,68
96,90,96,104,110,46,68,56,64,104
82,132,130,110,114,76,52,56,72,68
116,96,96,104,116,54,70,78,80,68
130,96,100,104,110,64,96,78,104,68
108,90,96,104,116,56,52,56,64,128
112,146,96,118,110,46,52,70,112,78
112,120,118,104,116,46,52,72,64,68
