"Combination_1","Combination_2","Combination_3","Combination_4","Combination_5","Combination_6","Combination_7","Combination_8","Combination_9","Combination_10"
112,108,96,104,110,68,52,60,64,72
82,102,96,108,110,46,68,70,74,76
82,90,100,136,110,60,52,92,92,68
82,104,114,122,110,58,66,80,76,68
134,116,96,104,114,60,54,56,64,68
98,98,108,132,110,58,92,56,64,68
106,90,96,104,110,46,60,62,78,68
98,140,104,118,120,68,64,64,94,68
86,90,122,104,122,58,86,56,64,84
88,96,96,106,110,46,76,66,64,76
82,90,96,104,110,54,52,66,64,68
112,110,96,118,110,64,52,56,64,68
82,104,122,104,114,68,88,60,70,68
82,102,96,116,118,46,92,56,64,82
94,112,96,136,110,60,62,96,86,68
112,108,110,104,114,64,78,66,64,68
88,90,110,140,110,108,52,56,70,82
82,90,104,104,114,76,52,56,64,68
108,94,110,104,110,68,52,56,64,74
100,90,104,104,110,50,52,70,64,68
136,90,106,116,110,50,58,56,64,84
82,120,96,132,110,52,80,56,64,74
82,116,100,104,136,50,52,56,64,92
96,90,122,104,110,46,52,76,64,82
118,90,96,132,110,66,58,78,64,68
140,94,96,104,110,74,52,60,68,80
82,116,110,112,110,64,66,56,64,82
102,90,96,104,110,82,90,56,70,68
98,162,96,104,114,46,58,68,76,68
98,102,122,114,110,60,62,56,64,68
82,96,96,104,110,46,60,72,68,68
98,104,122,104,110,66,58,68,64,80
82,90,96,104,116,60,68,56,64,68
112,102,96,104,110,46,60,56,64,68
136,90,114,104,110,72,52,76,64,68
124,106,96,106,110,66,60,82,76,68
100,112,96,104,110,62,68,66,68,68
82,90,110,104,110,66,74,56,68,86
110,96,114,122,110,58,62,56,64,68
120,140,96,110,110,60,52,64,70,78
86,90,110,104,124,76,72,76,64,68
82,108,96,104,110,76,70,56,64,68
116,90,104,104,110,64,52,56,70,68
146,108,112,104,110,62,92,56,64,68
88,90,114,104,118,54,58,56,64,68
106,108,96,120,110,56,76,56,64,68
106,130,116,104,110,46,108,56,82,68
90,92,104,114,120,64,52,56,70,68
82,96,116,104,114,46,56,64,88,84
152,108,96,118,110,64,74,68,64,68
112,90,96,104,122,74,54,60,64,80
82,90,114,104,114,68,54,106,78,68
92,90,96,104,110,54,74,56,64,68
88,106,106,116,134,94,80,56,64,68
82,112,98,104,110,64,82,74,76,68
94,90,116,110,116,92,52,56,64,68
82,110,96,118,110,46,66,70,64,68
90,90,132,110,110,46,52,56,66,68
82,96,96,104,110,88,52,60,66,68
82,90,96,112,110,68,52,96,64,68
94,90,112,140,118,80,70,64,64,94
90,90,96,104,110,50,52,78,64,68
82,90,110,104,110,62,52,56,64,68
96,90,96,104,110,54,68,70,64,68
116,110,96,104,110,74,90,56,64,68
84,98,116,132,110,50,52,56,66,68
110,90,112,104,110,46,82,56,64,68
82,108,118,112,110,80,86,62,64,92
122,90,104,104,110,56,62,56,64,68
106,90,96,104,110,62,56,56,64,68
82,90,96,126,114,100,74,56,64,68
102,144,96,110,110,92,82,56,64,68
112,124,96,132,110,54,88,56,78,68
84,90,106,114,110,60,62,78,68,68
132,92,104,104,130,46,90,76,64,68
110,112,96,104,110,50,52,56,64,68
92,148,96,104,110,70,62,68,64,68
134,114,96,104,142,66,70,56,70,68
90,90,144,104,116,78,72,56,64,68
82,94,106,104,110,76,52,92,64,76
128,90,96,104,110,94,88,80,64,68
90,90,96,104,146,80,52,56,64,72
128,122,122,104,110,62,68,56,66,76
94,90,122,104,110,92,70,74,64,68
184,90,96,104,120,76,70,60,64,82
100,110,132,132,110,56,54,62,66,68
114,96,96,104,110,72,52,56,84,68
92,122,96,104,116,78,62,56,88,68
94,90,96,104,118,46,64,98,64,68
104,120,96,104,110,60,82,88,64,90
118,116,98,124,110,50,52,72,64,70
82,94,100,162,110,112,92,62,74,68
108,104,114,104,110,62,76,82,64,68
82,90,120,104,110,98,52,64,64,68
104,90,112,104,110,70,52,56,64,68
112,124,96,112,110,62,52,62,82,86
94,96,100,104,110,46,76,64,66,68
92,92,116,114,110,56,80,64,64,82
110,90,100,122,128,46,52,56,74,68
82,90,112,104,110,58,56,56,76,68
124,90,96,104,120,56,52,56,64,72
130,104,96,104,140,46,52,74,76,68
90,100,104,104,110,52,68,68,70,68
126,116,124,104,114,50,64,56,64,68
102,108,138,104,110,60,60,92,64,68
134,90,104,104,116,60,52,70,64,68
108,116,96,104,110,66,66,64,96,68
82,128,102,134,116,64,52,62,64,68
106,90,124,104,110,46,68,56,64,68
100,104,112,112,116,52,52,86,64,68
82,102,96,104,110,66,60,72,64,68
82,110,114,104,110,70,82,56,68,68
102,114,96,104,110,54,68,56,84,68
82,90,96,104,110,58,56,86,64,68
114,90,120,104,110,88,84,56,64,68
98,94,96,114,110,56,52,56,64,68
128,108,96,104,110,80,56,68,80,68
132,110,102,104,110,46,56,68,100,84
108,94,96,110,110,46,52,56,64,68
96,90,96,108,110,92,78,82,64,92
98,114,102,104,110,72,52,56,64,68
82,104,96,104,110,50,52,58,64,72
104,90,130,116,134,70,60,60,64,68
82,90,96,104,110,64,66,56,80,68
100,90,116,104,110,116,102,56,68,68
98,160,108,112,116,106,76,62,64,68
98,110,96,104,110,46,52,76,84,68
94,90,116,104,110,52,52,80,64,68
116,96,96,104,120,58,56,56,64,68
150,90,96,104,110,46,54,56,90,68
140,98,96,104,110,68,72,56,66,68
122,90,114,104,110,64,68,84,70,68
82,98,110,122,110,60,70,60,64,68
82,102,96,104,110,92,74,74,64,68
110,102,96,104,110,58,52,68,72,68
122,104,124,104,110,64,100,88,64,68
92,114,96,104,110,46,52,56,64,80
98,90,96,104,120,72,52,58,64,68
106,90,118,104,110,58,52,56,64,68
140,100,96,104,110,74,54,56,64,68
104,90,96,104,110,56,64,78,90,68
92,90,114,104,118,56,74,70,82,74
102,100,96,104,120,62,78,92,64,68
100,96,96,104,110,64,56,60,64,68
122,110,96,148,118,82,66,78,64,68
140,102,118,104,110,46,68,56,76,72
104,90,96,112,110,72,52,56,64,72
82,90,96,104,110,50,52,56,64,68
104,106,96,108,124,66,64,58,78,68
108,90,96,104,110,46,64,82,64,74
102,104,104,104,128,46,72,56,64,68
96,90,102,104,110,88,52,56,64,68
114,90,104,110,110,68,54,64,64,72
96,90,96,104,132,46,52,58,64,68
88,124,96,104,110,94,68,72,64,72
82,100,130,122,110,46,78,56,64,68
88,90,96,104,110,90,64,56,70,92
134,104,96,104,110,72,62,56,64,68
124,126,116,104,110,46,72,60,66,68
82,102,124,106,136,62,62,56,64,68
114,90,96,104,110,46,70,56,64,68
82,90,96,104,110,52,52,70,64,68
100,94,102,104,110,46,52,56,64,68
82,108,96,104,110,52,58,86,72,68
82,90,146,126,110,64,52,132,64,68
102,96,96,116,110,80,80,76,66,68
84,116,96,104,110,60,56,56,64,68
130,110,96,104,110,46,60,56,64,68
90,90,128,104,128,46,52,56,80,68
92,114,96,104,110,46,52,60,64,68
102,90,96,104,110,104,62,68,76,106
112,90,102,104,110,52,60,78,64,68
90,90,104,108,110,88,70,56,68,68
94,106,104,104,128,76,100,98,64,68
124,94,130,108,110,46,52,56,64,68
110,90,104,104,110,72,74,86,68,68
82,128,96,136,110,86,76,74,64,68
88,90,110,104,110,46,68,64,64,68
82,104,112,104,110,54,52,76,68,68
108,90,132,104,110,46,52,56,72,80
100,90,96,104,110,56,52,56,64,68
86,120,98,104,110,52,74,62,108,68
102,118,116,118,116,46,56,56,64,88
136,116,102,104,110,46,52,58,64,68
82,108,96,104,110,50,60,56,78,68
108,112,96,124,110,54,52,56,64,68
82,126,96,104,110,70,80,58,80,68
102,116,130,104,144,46,88,66,64,68
90,90,100,104,110,80,52,56,64,68
84,108,98,118,114,46,52,78,64,68
82,90,96,104,120,52,52,64,64,68
120,102,102,104,110,58,52,56,64,68
82,96,136,104,110,46,52,56,72,68
114,106,120,104,116,68,68,60,64,68
82,146,100,104,146,46,52,58,64,68
82,116,102,104,124,46,60,60,68,68
106,126,118,148,110,68,58,56,64,68
82,100,112,132,110,66,52,76,64,68
86,100,110,104,110,46,52,84,64,68
84,108,96,104,110,102,52,66,64,68
110,90,96,114,124,46,52,56,64,68
94,90,96,104,110,46,58,68,64,88
124,96,106,104,126,60,68,56,64,68
96,94,112,104,110,68,64,56,86,68
114,90,112,104,110,46,56,64,64,68
82,100,96,134,118,72,60,56,70,68
114,92,96,106,110,100,68,56,64,68
84,104,122,114,110,66,62,56,76,68
106,100,100,104,110,46,52,84,64,68
82,102,116,104,120,88,92,88,64,72
84,90,96,104,110,72,66,70,76,68
82,94,104,104,110,46,52,56,64,70
168,104,108,118,114,58,88,56,64,68
100,94,108,104,124,78,52,62,64,68
102,96,96,104,110,52,52,66,66,68
82,90,96,114,110,76,60,56,64,104
106,160,96,110,110,58,82,72,64,68
82,100,104,130,110,64,70,56,64,68
136,90,100,104,110,64,70,58,68,118
86,116,112,104,110,52,60,74,64,68
108,94,114,116,110,88,54,64,64,96
82,90,96,104,110,46,60,56,64,68
112,110,96,104,120,72,52,56,64,72
86,96,96,104,110,46,52,56,68,68
82,92,98,104,110,52,52,76,64,68
88,106,104,104,110,60,52,70,64,108
102,112,98,156,110,52,58,56,64,68
122,90,96,104,110,76,60,76,72,68
82,110,96,104,110,76,52,72,76,68
132,114,96,104,110,76,52,62,64,68
112,92,102,104,110,66,84,62,64,68
82,102,108,104,110,50,52,64,102,68
156,90,98,120,110,62,52,60,64,68
92,90,96,112,110,52,92,96,64,68
88,92,98,128,134,66,52,64,64,68
86,116,132,104,138,56,58,58,64,68
126,114,96,116,110,60,52,56,64,74
88,90,132,108,110,72,82,58,64,68
82,120,96,104,110,56,62,56,64,74
82,90,96,104,110,52,66,60,66,68
92,134,102,104,110,54,52,56,64,68
122,116,110,112,110,58,62,64,92,68
112,90,106,104,110,62,76,60,108,68
114,106,102,104,114,46,76,64,66,68
144,90,96,104,110,96,66,56,76,70
98,112,102,108,110,60,58,86,74,68
130,140,96,104,136,46,62,56,64,68
116,116,96,134,110,86,52,80,82,68
122,106,116,104,110,64,52,56,74,68
90,104,98,104,110,90,52,90,64,68
96,104,96,104,110,64,58,56,74,68
106,120,96,130,116,102,54,70,64,68
82,98,98,104,110,64,62,78,64,68
108,90,106,104,110,46,52,56,64,68
140,90,112,104,110,46,70,78,64,68
120,90,96,104,110,46,78,56,74,68
104,90,104,104,114,46,70,72,64,68
96,90,96,132,110,88,52,68,64,86
100,90,96,104,110,46,72,66,68,88
82,98,108,112,110,56,58,56,64,68
82,90,104,114,110,52,64,56,64,68
82,130,112,104,130,72,72,56,64,68
92,90,146,104,110,62,52,56,64,68
106,98,112,108,110,136,52,84,64,68
90,90,110,104,110,52,88,56,64,68
82,90,96,104,110,92,76,56,64,68
88,108,108,104,110,50,60,56,70,92
94,98,98,124,110,74,54,68,72,68
82,90,122,108,110,54,58,56,64,68
118,126,96,104,110,54,74,56,88,92
102,108,96,104,110,60,60,56,92,68
96,106,126,136,110,52,52,56,72,68
98,112,96,104,132,60,56,66,64,68
92,122,98,104,110,46,66,56,64,68
120,90,96,104,110,46,66,68,64,68
102,104,100,104,110,46,62,68,64,68
82,90,96,104,110,68,70,60,64,68
100,100,96,116,110,64,52,56,64,68
82,116,96,104,110,54,52,64,96,68
82,90,96,116,110,46,52,56,64,68
104,118,96,104,110,46,60,62,96,68
98,128,112,128,110,52,52,74,82,92
82,106,110,104,110,62,68,88,68,68
82,90,112,108,110,68,52,80,66,68
82,90,130,104,122,72,66,96,64,68
128,92,126,104,110,46,52,56,64,68
86,106,114,104,110,46,110,56,66,68
96,90,96,108,110,70,52,56,64,68
90,110,116,106,114,64,58,62,64,68
98,102,118,104,110,52,52,56,64,68
82,102,114,104,110,46,52,76,64,68
82,110,96,104,110,54,52,70,64,68
138,164,96,104,110,60,52,96,66,68
86,118,96,104,110,70,52,66,64,68
82,114,104,104,110,50,90,68,64,68
82,90,124,104,110,60,76,62,78,68
96,98,114,104,110,70,64,56,64,78
82,132,96,104,116,46,64,56,74,68
82,102,96,104,110,46,52,56,68,68
94,90,96,104,110,46,62,62,86,78
120,104,116,104,110,50,68,76,68,68
90,98,96,104,124,62,74,56,70,74
104,98,100,104,110,74,70,56,64,68
82,90,96,104,110,58,52,88,64,74
162,96,100,104,126,46,52,56,82,78
108,94,138,110,110,52,52,56,82,68
86,104,96,104,110,62,52,56,64,68
148,96,96,104,124,62,66,56,78,68
82,94,96,104,110,88,74,66,70,68
82,118,96,104,116,58,52,76,64,68
148,90,110,104,114,72,70,56,94,68
92,90,96,104,122,60,52,98,64,68
96,132,100,116,110,56,52,56,80,68
90,90,104,110,110,76,100,60,64,68
96,90,102,104,110,82,68,56,84,70
106,90,102,104,110,56,52,56,64,68
96,90,96,104,110,46,64,58,88,68
88,126,106,104,110,58,52,74,64,68
88,90,96,110,118,64,58,64,64,68
106,98,112,104,110,64,52,56,64,68
92,90,96,104,110,52,56,74,68,68
82,108,96,104,110,56,52,70,64,68
136,96,102,104,110,82,76,76,64,68
108,148,96,104,110,54,52,90,64,68
116,90,96,104,110,64,80,56,64,68
104,118,116,104,110,80,78,56,64,68
84,90,96,104,116,52,70,56,64,68
84,148,100,118,140,78,60,56,64,76
82,90,116,114,110,50,86,60,64,70
100,90,96,110,118,46,62,66,64,68
116,90,96,108,126,46,52,60,64,68
98,90,96,140,110,66,62,66,68,68
112,102,100,116,110,60,66,56,64,68
102,90,96,104,110,64,72,76,64,68
92,110,96,104,110,54,60,56,96,68
114,90,96,122,110,60,92,108,64,68
92,112,108,104,110,80,52,56,64,68
84,100,116,112,116,50,60,64,64,68
140,90,144,146,110,50,66,84,64,68
82,92,96,106,110,50,52,56,64,68
88,90,96,104,110,62,78,80,72,68
82,90,96,104,110,46,52,68,64,68
114,96,96,104,210,50,68,56,64,68
116,114,96,106,110,46,52,56,64,68
92,94,100,104,118,46,52,56,64,76
134,108,112,104,114,86,64,58,82,68
82,90,96,104,126,46,52,74,64,68
82,98,96,108,110,60,52,56,64,76
104,116,108,104,110,60,70,60,72,68
88,90,106,108,110,54,52,56,64,68
88,90,96,106,110,70,84,58,64,68
86,90,96,104,110,68,52,56,70,72
114,90,96,148,110,46,58,58,72,68
104,90,112,104,110,52,62,56,64,68
100,90,96,114,110,50,52,60,64,68
82,90,96,106,110,74,52,56,64,68
86,90,96,104,110,84,58,72,64,68
104,116,96,110,110,58,56,56,64,76
164,102,120,104,110,54,62,56,64,68
90,120,112,130,120,50,52,60,64,68
84,90,96,104,110,46,52,56,68,74
112,108,106,104,110,46,52,80,96,90
92,90,96,128,110,46,52,64,64,72
82,90,96,104,110,46,52,56,64,68
82,138,108,104,110,60,70,68,64,70
116,100,104,128,110,76,52,74,88,82
96,96,114,104,110,46,84,56,64,68
100,92,96,116,110,58,70,98,64,68
130,108,102,112,116,56,74,56,70,68
116,96,110,132,116,80,112,70,112,68
82,90,98,104,110,46,76,56,64,72
90,112,108,104,110,104,62,72,64,78
106,90,96,108,110,46,52,56,74,68
120,118,96,104,110,74,96,56,64,68
104,90,110,104,110,52,76,72,64,68
114,90,112,108,110,58,58,82,64,68
110,124,100,108,110,70,62,56,76,68
116,90,124,104,110,50,52,102,64,68
82,90,96,104,110,50,54,60,64,68
92,90,96,146,110,104,60,84,70,82
110,112,96,112,110,58,60,56,64,68
82,90,156,112,110,60,52,56,64,68
82,136,96,104,110,50,68,56,70,68
82,124,96,104,124,52,62,56,66,68
128,152,122,104,130,46,60,56,76,68
112,90,96,108,122,46,62,56,64,68
124,112,96,104,110,46,72,56,64,70
104,90,116,104,110,46,56,56,72,68
118,108,96,104,126,46,60,72,64,68
96,106,96,112,110,62,96,56,64,80
104,92,122,134,110,74,52,56,88,68
84,92,96,104,116,84,66,64,64,68
116,100,128,104,110,64,96,64,64,68
98,92,96,118,110,72,70,56,64,68
90,94,114,104,114,108,52,98,72,68
86,98,96,104,110,74,52,56,64,68
82,96,96,104,118,62,54,60,64,68
82,124,130,114,110,46,58,56,64,74
106,98,104,108,110,68,58,60,64,68
148,130,124,104,110,46,72,62,66,68
98,90,116,106,116,84,52,58,68,68
104,90,96,104,110,46,72,56,64,68
108,90,96,116,114,46,52,68,68,68
82,102,96,104,110,46,72,58,64,68
128,90,96,104,110,46,52,76,64,68
82,90,102,104,124,72,90,56,64,72
98,112,98,130,110,64,52,72,64,68
82,90,96,104,110,56,62,56,64,76
142,96,96,104,110,68,52,100,64,82
144,90,112,124,110,58,64,64,64,68
82,124,96,114,110,72,52,66,70,68
84,106,134,122,114,46,60,56,64,74
104,90,134,116,114,68,66,82,74,68
130,90,96,124,110,78,56,56,64,68
88,116,114,104,110,46,52,76,64,68
108,140,104,118,110,56,74,76,74,68
82,118,96,106,116,52,52,56,64,68
94,100,96,104,110,86,64,82,64,78
82,104,114,112,110,46,52,64,64,68
138,104,138,124,110,56,74,94,64,92
82,90,108,116,110,72,58,56,66,68
100,90,96,104,110,46,58,56,64,68
120,120,96,104,110,46,52,74,64,88
128,96,96,104,132,46,78,56,64,68
144,104,104,104,110,82,52,62,68,68
110,90,102,116,110,66,52,56,86,68
82,100,98,104,110,50,52,64,66,70
82,90,96,116,110,46,78,56,64,74
120,102,100,104,110,60,64,60,64,68
82,102,114,104,110,78,64,64,64,68
82,90,96,104,110,46,62,56,64,68
82,90,96,104,110,50,64,76,64,68
84,116,104,104,110,54,52,60,64,68
90,90,144,112,140,46,64,58,64,68
110,136,98,104,110,72,52,56,64,80
82,90,106,126,110,46,58,66,64,68
84,128,136,104,144,64,52,60,64,68
90,90,96,104,110,64,60,68,64,68
96,126,106,104,110,46,52,74,70,68
82,114,96,144,110,52,76,62,64,68
112,90,96,104,110,62,80,82,72,68
82,124,96,104,110,64,52,76,68,68
112,108,96,138,118,76,52,60,64,68
106,124,138,108,110,56,84,64,64,68
100,90,96,110,134,46,70,70,116,100
124,90,148,104,122,60,64,86,64,68
124,90,112,138,110,54,52,56,64,68
100,90,96,122,120,52,78,56,76,68
114,104,96,142,110,64,52,60,70,68
98,112,102,104,118,50,52,82,64,68
96,104,124,104,110,50,52,74,64,68
88,90,96,118,130,78,60,56,68,68
104,96,96,104,110,90,70,56,88,80
82,98,96,130,148,56,52,56,64,68
82,128,150,104,110,68,52,64,112,68
112,124,96,104,110,50,52,56,64,68
104,96,104,104,126,64,52,56,64,68
90,90,96,104,110,46,68,68,86,68
90,142,96,116,110,76,72,56,68,98
82,90,96,106,110,46,72,56,64,68
90,94,96,104,130,56,52,56,64,68
110,90,102,112,130,52,52,60,64,68
96,96,108,108,110,62,62,56,64,68
82,90,110,104,110,60,52,64,64,72
104,106,112,104,110,58,72,56,88,86
102,90,96,116,110,56,112,56,74,68
102,90,112,104,110,102,52,70,64,68
86,132,96,104,110,68,52,60,64,68
82,110,96,114,110,46,64,58,68,74
114,90,130,104,148,68,52,56,64,68
98,92,102,104,110,46,52,72,64,68
84,90,98,110,110,58,52,60,64,72
140,90,114,108,110,52,56,56,64,68
106,90,156,104,110,88,82,56,64,68
134,118,96,126,110,62,70,56,64,68
82,98,112,132,110,46,88,56,64,68
88,90,96,104,110,80,52,56,74,68
84,96,96,104,118,62,62,56,64,68
82,98,132,104,110,46,114,88,84,76
120,92,110,104,116,46,52,82,90,68
128,98,128,116,110,50,52,72,64,68
106,120,96,128,124,46,52,76,68,70
130,90,132,112,110,82,52,56,64,68
122,90,110,108,110,46,52,64,64,68
118,94,96,104,116,50,88,74,64,68
114,100,96,104,116,50,58,60,68,76
106,110,120,104,110,52,52,56,94,68
84,116,110,104,110,46,52,56,64,68
100,130,96,104,110,46,52,56,64,82
82,90,96,104,118,60,52,56,64,68
82,90,96,104,110,68,52,56,78,78
88,100,100,104,110,78,62,56,64,68
128,90,120,104,110,58,52,72,64,68
82,90,118,104,136,56,78,64,64,68
98,96,96,118,110,78,80,60,64,68
104,102,96,104,114,68,126,86,86,68
114,90,96,104,110,60,52,82,64,68
82,120,96,104,110,66,52,72,68,68
82,90,96,104,110,66,60,70,64,68
82,108,96,110,110,80,56,80,64,68
88,90,96,104,110,64,68,56,68,68
104,90,96,104,110,46,60,72,64,68
110,90,110,104,116,78,92,72,64,68
112,118,96,104,110,46,70,56,64,68
96,90,96,104,110,70,52,56,80,92
86,178,96,114,110,72,52,56,64,68
94,150,96,104,110,60,82,74,64,68
82,90,108,130,110,50,52,70,64,68
92,132,142,104,114,46,68,56,68,68
110,114,132,104,110,54,90,64,94,68
88,90,98,132,110,50,52,64,74,68
110,96,104,112,110,46,52,64,64,72
92,126,116,104,110,68,78,58,68,90
100,104,132,104,110,58,52,56,64,68
96,114,112,104,110,54,68,56,66,68
96,90,98,104,110,68,56,56,64,80
114,90,96,120,110,82,52,70,64,68
106,90,102,104,110,64,52,58,64,68
114,90,102,104,110,46,86,58,64,74
82,118,102,104,110,46,64,56,64,68
82,144,96,104,110,46,52,82,64,72
108,98,108,104,110,46,86,110,96,68
82,102,96,104,110,52,64,56,64,74
86,90,96,104,110,72,52,64,64,68
138,90,96,104,110,66,52,84,64,68
148,90,96,104,110,58,64,74,64,76
96,90,96,104,110,52,66,56,66,86
156,90,96,126,110,52,52,74,64,68
116,126,96,104,110,50,52,76,64,68
82,94,96,106,110,90,70,94,92,82
84,90,114,104,110,78,60,56,64,76
86,90,104,104,110,52,52,60,64,68
128,94,96,142,110,76,74,62,64,68
96,90,102,104,110,88,98,64,64,68
84,90,128,110,134,126,52,56,64,68
82,90,104,126,118,62,66,60,64,68
82,120,96,106,110,54,64,56,64,68
96,94,96,132,110,80,52,76,86,84
114,90,96,108,110,64,70,56,64,68
82,90,108,116,110,52,52,56,64,68
82,104,104,104,110,46,60,56,74,68
104,144,100,104,114,46,52,56,64,68
104,92,106,108,110,46,52,60,64,74
150,120,112,114,110,60,86,64,64,90
94,90,96,104,148,100,52,90,64,68
108,114,114,104,110,46,52,96,76,68
82,100,96,118,110,58,52,56,74,68
104,134,96,104,114,46,114,92,74,68
136,124,96,104,110,72,72,56,84,68
100,96,128,104,116,76,62,80,64,68
104,132,96,116,110,58,52,58,64,76
156,116,96,104,118,46,74,64,64,72
82,90,104,136,110,72,52,72,74,68
82,120,96,126,118,46,66,56,64,68
146,118,96,128,110,58,74,56,64,68
122,90,104,104,110,50,62,64,64,68
82,102,96,104,110,54,52,68,64,68
126,130,96,104,114,56,56,66,64,68
126,96,96,118,136,54,66,56,64,68
130,120,96,118,140,66,52,60,70,68
88,96,96,104,110,94,68,82,64,68
96,90,96,104,110,70,62,64,74,68
82,90,96,104,110,64,54,96,64,68
110,114,96,108,110,76,52,56,64,68
82,90,104,104,110,62,56,72,64,68
92,124,96,104,116,70,52,62,64,68
98,100,104,138,110,66,60,56,64,68
82,90,96,104,110,66,80,66,64,68
82,90,96,122,116,46,64,74,64,68
112,110,96,104,116,46,66,56,64,68
82,114,96,110,110,56,52,56,64,68
122,90,96,104,110,46,52,58,64,68
106,90,96,104,110,76,52,58,64,68
82,90,116,122,110,46,52,58,64,68
120,90,96,104,130,46,60,68,68,68
92,118,120,104,110,74,52,56,64,68
102,128,96,118,110,72,52,56,64,68
88,90,130,104,110,68,74,120,72,68
82,94,118,122,110,64,74,68,64,74
82,114,102,116,110,52,52,82,70,68
116,112,96,104,110,46,62,56,64,82
94,100,96,128,110,84,52,76,78,68
100,90,98,104,122,68,52,56,64,68
82,90,96,104,110,50,64,56,72,68
90,90,118,104,110,68,52,56,64,82
82,116,112,104,116,84,54,56,64,68
82,116,134,104,110,50,52,56,64,80
114,146,108,104,110,56,56,92,74,68
82,90,116,104,110,64,52,56,64,68
116,98,96,124,110,82,114,56,64,68
82,90,120,104,110,56,68,56,66,68
82,124,96,104,128,54,52,56,64,68
114,92,96,104,110,50,58,56,64,78
112,102,124,104,114,46,56,56,80,68
148,90,96,112,110,52,74,66,64,68
82,110,102,104,110,56,58,72,92,68
98,90,110,104,110,46,76,88,64,80
94,100,116,104,110,46,68,68,64,78
116,90,120,104,110,46,62,110,64,68
82,96,96,104,110,50,62,56,64,68
104,114,96,104,110,60,62,56,68,68
112,92,96,104,134,72,68,56,64,68
82,90,96,104,116,46,52,58,64,68
130,108,96,104,110,52,52,60,64,68
96,96,96,104,110,46,52,56,64,68
116,90,130,136,110,46,68,68,96,68
104,120,98,120,110,52,52,64,86,68
94,90,108,104,110,84,52,66,64,68
90,90,96,104,136,64,56,58,72,84
106,90,106,104,132,78,62,58,80,68
100,116,124,112,110,62,56,68,64,68
130,104,132,104,110,46,72,56,66,68
82,90,108,120,110,56,66,104,64,68
136,90,96,112,110,72,52,92,64,68
84,106,96,108,110,76,92,56,64,68
116,126,96,122,110,90,76,84,64,82
82,122,96,104,110,58,58,62,64,68
104,90,96,104,120,46,58,56,72,74
82,108,96,104,122,52,68,56,78,68
128,124,108,104,110,54,76,76,64,86
82,118,96,104,144,80,66,56,64,68
84,98,112,104,110,72,82,76,74,68
82,90,96,112,110,52,56,56,68,68
96,90,96,108,110,46,60,56,72,74
96,90,100,112,114,50,52,56,64,68
108,104,110,122,110,56,74,80,74,68
82,90,126,104,110,74,52,56,82,68
100,112,122,104,110,66,52,76,74,68
114,92,110,104,114,78,52,56,70,68
90,90,96,104,110,102,72,56,76,68
96,90,102,104,142,94,52,56,64,68
82,90,96,114,120,68,74,56,84,68
128,94,100,104,110,76,72,56,64,68
90,126,112,104,110,50,58,66,64,68
148,126,132,104,110,58,60,64,64,84
144,112,112,104,110,46,54,82,64,68
82,106,96,104,110,54,78,68,72,70
86,130,96,104,116,52,52,64,64,68
84,102,96,104,110,66,52,56,64,68
102,128,96,104,110,88,72,82,64,68
94,90,96,104,114,56,52,60,64,68
86,114,96,104,110,76,52,76,64,68
92,90,100,110,110,76,64,56,64,68
138,92,102,104,110,60,60,56,64,76
110,114,96,104,110,46,54,64,64,68
90,124,136,104,110,56,70,56,64,74
126,120,96,104,148,46,52,56,64,68
84,92,96,104,110,64,86,82,74,68
106,116,100,120,116,46,52,72,80,76
82,132,96,104,110,80,52,56,64,68
134,94,96,114,118,46,60,56,86,68
112,106,120,124,110,50,52,56,64,68
82,90,96,104,110,72,74,86,64,68
82,98,100,104,110,88,56,56,70,68
82,98,96,104,110,56,56,64,78,68
132,90,96,124,110,46,52,56,64,76
82,90,96,104,110,78,68,56,88,68
118,98,104,104,110,58,64,84,64,68
88,104,96,112,110,56,72,70,90,68
82,92,126,108,114,50,52,70,64,68
98,112,106,104,110,64,68,56,70,82
100,110,104,104,110,46,52,68,64,68
150,90,102,134,110,76,52,56,64,68
90,116,102,104,114,50,62,56,74,84
118,138,96,104,110,56,52,56,64,82
120,90,96,128,132,70,60,56,64,68
82,94,130,132,110,46,62,56,64,68
82,90,108,104,132,64,56,56,64,82
84,128,96,104,110,50,56,76,64,68
122,112,96,104,110,80,52,56,64,68
118,124,98,104,110,78,64,100,70,68
132,114,134,104,116,56,56,56,64,70
116,104,122,110,126,60,58,56,64,68
82,92,96,134,110,72,94,56,74,68
118,112,96,136,110,70,70,74,64,68
82,98,96,104,110,66,64,62,64,74
82,116,96,116,110,86,78,76,96,68
92,100,96,146,114,90,68,96,74,68
82,166,106,104,110,46,52,64,64,68
90,90,96,124,136,50,64,90,64,68
82,120,116,104,110,46,62,56,64,68
90,108,142,126,140,62,76,56,64,68
82,94,106,104,110,52,52,64,64,68
112,90,116,104,110,50,84,90,64,68
98,90,96,118,110,64,80,56,82,78
160,90,96,104,122,72,62,56,64,68
114,98,96,104,110,60,72,56,70,78
94,96,104,114,110,82,56,80,64,68
94,90,106,120,110,54,62,56,72,68
92,138,96,112,110,50,78,56,64,68
114,90,120,144,110,86,52,56,66,84
94,90,102,112,126,74,52,56,64,76
82,114,96,104,110,54,52,66,64,78
136,104,96,104,110,46,60,68,64,68
128,90,96,104,110,54,72,56,64,68
102,112,96,116,110,46,72,56,64,68
