delta,Sigma.TRUE,Sigma.Assumed,Sigma.Re.estimate,Sample.Size.Initial,Sample.Size.Re.estimate,Beta.Re.estimate,Confidence.Interval.Beta.Low,Confidence.Interval.Beta.High,NON.SSR.Beta.Re.estimate,NON.SSR.Confidence.Interval.Beta.Low,NON.SSR.Confidence.Interval.Beta.High,Power.Re.estimate,Confidence.Interval.Power.Low,Confidence.Interval.Power.High,Power.Re.estimate.1,NON.SSR.Confidence.Interval.Power.Low,NON.SSR.Confidence.Interval.Power.High
2.34,6.5,6,6.585970828,162,"197 (196.956,197.044)",0.204304,0.2037338,0.2048742,0.263086,0.262463309,0.262463309,0.795696,0.7951258,0.7962662,0.263086,0.736291309,0.737536691
2.34,6.5,6.3,6.585669214,180,"197 (196.958,197.042)",0.203824,0.203254299,0.204393701,0.223978,0.223388404,0.223388404,0.796176,0.795606299,0.796745701,0.223978,0.775432404,0.776611596
2.34,6.5,6.5,6.588658086,190,"197 (196.96,197.04)",0.202558,0.201989619,0.203126381,0.204302,0.203731802,0.203731802,0.797442,0.796873619,0.798010381,0.204302,0.795127802,0.796268198
2.34,6.5,6.8,6.589753224,208,"197 (196.961,197.039)",0.201324,0.200756915,0.201891085,0.172656,0.172121499,0.172121499,0.798676,0.798108915,0.799243085,0.172656,0.826809499,0.827878501
2.34,6.5,7,6.590819217,222,"197 (196.963,197.037)",0.202306,0.201737883,0.202874117,0.152388,0.151879736,0.151879736,0.797694,0.797125883,0.798262117,0.152388,0.847103736,0.848120264
